"id_cliente","Num. Tienda","Nombre","Calle","Num.","Colonia","Ciudad","Estado","CP","Teléfono","Teléfono","Teléfono","Fax","Formato"
1,62,"Quintana                                                                        ","Prol. Ezequiel Montes                                                           ",8,"San Pablo Tecnológico                                                           ","Querétaro                                         ","Queretaro                     ",76130,"(01442) 217.8822    ","(01442) 217.5826    ","                    ","(01442) 217.5826    ","Soriana"
1,63,"Santa Cruz                                                                      ","Carretera Monterrey - Reynosa                                                   ",101,"29 de Julio                                                                     ","Guadalupe                                         ","Nuevo León                    ",65196,"(0181) 8329.9000    ","Ext. 5063119        ","Ext. 5063126        ","Ext. 5063111        ","Soriana"
1,64,"Carrizo                                                                         ","Belden                                                                          ",7435,"Buena Vista                                                                     ","Nuevo Laredo                                      ","Tamaulipas                    ",88120,"(01867) 710.0506    ","(01868) 710.0645    ","                    ","(01868) 710.0460    ","Soriana"
1,65,"Lourdes                                                                         ","Blvd. Antonio Cárdenas y Luis Echeverría                                        ",999,"Lourdes                                                                         ","Saltillo                                          ","Coahuila                      ",25090,"(01844) 417.1148    ","(01844) 417.2148    ","                    ","                    ","Soriana"
1,66,"Estanzuela                                                                      ","Carretera Nacional y Calle la Estanzuela                                        ",7877,"La Estanzuela                                                                   ","Monterrey                                         ","Nuevo León                    ",64988,"(0181) 8329.9000    ","Ext. 5066119        ","Ext. 5066126        ","Ext. 5066111        ","Soriana"
1,67,"Mante                                                                           ","Calle Vicente Guerrero y Av. Libertad Ote.                                      ",900,"Centro                                                                          ","Cd. Mante                                         ","Tamaulipas                    ",89800,"(01831) 234.0165    ","(01831) 234.0166    ","(01831) 234.0167    ","(01831) 232.8150    ","Soriana"
1,68,"Acuña                                                                           ","Libramiento José de las Fuentes Rodríguez y Libramiento Emilio Mendoza          ",595,"Fraccionamiento La Amistad                                                      ","Acuña                                             ","Coahuila                      ",26200,"(01877 ) 772.2062   ","(01877 ) 772.5930   ","                    ","(01877 ) 772.6019   ","Soriana"
1,69,"El Paseo                                                                        ","Salvador Nava esquina con Rutilio Torres                                        ",435,"Fraccionamiento Central                                                         ","San Luis Potosí                                   ","San Luis Potosí               ",78399,"(01444) 818.7151    ","(01444) 818.7159    ","                    ","(01444) 818.7199    ","Soriana"
1,70,"Porvenir                                                                        ","Av. Manuel J. Cloutier esq. con Manuel Gómez Morín                              ",450,"Río Grande                                                                      ","Cd. Juárez                                        ","Chihuahua                     ",32574,"(01656) 682.1602    ","(01656) 682.1628    ","                    ","                    ","Soriana"
1,71,"Río Bravo                                                                       ","Av. Francisco I. Madero Pte. entre 27 de Febrero y Ferrocarril                  ",1160,"Del Valle                                                                       ","Río Bravo                                         ","Tamaulipas                    ",88950,"(01899) 934.8328    ","(01899) 934.8330    ","(01899) 934.8331    ","(01899) 934.8329    ","Soriana"
1,72,"El Palmar                                                                       ","Av. Universidad y Diagonal Las Palmas Nte.                                      ",101,"Paraíso Coatzacoalcos                                                           ","Coatzacoalcos                                     ","Veracruz                      ",96520,"(01921) 218.6452    ","                    ","                    ","                    ","Soriana"
1,73,"Boca del Río                                                                    ","Av. Adolfo Ruiz Cortinez y Av. Juan Pablo II                                    ",1350,"Frac. Sutsem                                                                    ","Veracruz                                          ","Veracruz                      ",94299,"(01229) 922.6970    ","(01229) 922.6971    ","(01229) 922.6972    ","(01229) 922.6976    ","Soriana"
1,74,"Tlaxcala                                                                        ","Carretera Tlaxcala a Ocotlán y Calle Volcanes                                   ",20,"Ocotlán                                                                         ","Tlaxcala                                          ","Tlaxcala                      ",90100,"(01246) 466.1080    ","(01246) 466.1081    ","                    ","                    ","Soriana"
1,75,"Tamatán                                                                         ","Calzada General Luis Caballero Esq. Río Corona                                  ",250,"Zozaya                                                                          ","Cd. Victoria                                      ","Tamaulipas                    ",87070,"(01834) 315.3561    ","(01834) 315.3562    ","(01834) 315.3563    ","(01834) 315.3567    ","Soriana"
1,76,"Aeropuerto                                                                      ","Carretera a Tampico Mante                                                       ",6905,"Francisco Javier Mina                                                           ","Tampico                                           ","Tamaulipas                    ",89318,"(01833) 228.3912    ","(01833) 228.4029    ","                    ","(01833) 228.5196    ","Soriana"
1,77,"Fuentes Mares                                                                   ","José Fuentes Mares esq. Independencia                                           ",300,"Santa Rosa 10° sector                                                           ","Chihuahua                                         ","Chihuahua                     ",31050,"(01614) 459.00.80   ","                    ","                    ","                    ","Soriana"
1,78,"Satélite                                                                        ","Div. Miguel Cervantes Saavedra y Torres Landa                                   ",1701,"La Piscina                                                                      ","León                                              ","Guanajuato                    ",37430,"(01477) 778.4241    ","(01477) 778.4242    ","                    ","                    ","Soriana"
1,79,"Uruapan                                                                         ","Paseo de la Revolución y Camino de la Fundación                                 ",3753,"Emiliano Zapata                                                                 ","Uruapan                                           ","Michoacan                     ",60180,"(01452) 527.1015    ","(01452) 527.0272    ","(01452) 527.0303    ","(01452) 527.0393    ","Soriana"
1,80,"Colima                                                                          ","Ave. María Ahumada de Gómez y Enrique Corona Morfin                             ",39,"Campestre                                                                       ","Colima                                            ","Colima                        ",28988,"(01312) 311.1276    ","(01312) 311.1277    ","                    ","(01312) 311.1280    ","Soriana"
1,81,"Poza Rica                                                                       ","Ave. Puebla y Calle Alamo                                                       ",502,"Palma Sola                                                                      ","Poza Rica                                         ","Veracruz                      ",93320,"(01782) 826.3390    ","                    ","                    ","                    ","Soriana"
1,82,"Culiacán                                                                        ","Ave. Emiliano Zapata y Manuel J. Cloutier                                       ","S/N","El Vallado                                                                      ","Culiacán                                          ","Sinaloa                       ",80180,"(01667) 714.8626    ","(01667) 714.8627    ","                    ","(01667) 714.8610    ","Soriana"
1,83,"Villahermosa                                                                    ","Periférico Carlos Pellicer Cámara esq. Usumacinta                               ","205-A","Plutarco Elías Calles                                                           ","Villahermosa                                      ","Tabasco                       ",86090,"(01993) 314.3805    ","(01993) 314.9951    ","(01993) 314.4162    ","(01993) 312.3997    ","Soriana"
1,84,"Estadio                                                                         ","Calzada Independencia Norte y Eutimio Pinzón                                    ",2955,"Rancho Nuevo                                                                    ","Guadalajara                                       ","Jalisco                       ",44240,"(0133) 3168.0267    ","(0133) 3168.2802    ","                    ","                    ","Soriana"
1,85,"Zaragoza                                                                        ","Blvd. Oscar Flores esq. Blvd. Zaragoza                                          ",6751,"Nuevo Hipódromo                                                                 ","Cd. Juárez                                        ","Chihuahua                     ",32674,"(01656) 620.3249    ","(01656) 620.3695    ","(01656) 620.3752    ","                    ","Soriana"
1,86,"Pachuca                                                                         ","Av. Luis Donaldo Colosio y Blvd. Nuevo Hidalgo                                  ",1501,"Venta Prieta                                                                    ","Pachuca                                           ","Hidalgo                       ",42080,"(01771) 713.0215    ","(01771) 713.0831    ","(01771) 713.0225    ","(01771) 714.4650    ","Soriana"
1,87,"Capu                                                                            ","Héroes 5 de Mayo                                                                ",1101,"Santa María                                                                     ","Puebla                                            ","Puebla                        ",72080,"(01 222) 223.9300   ","(01 222) 223.9301   ","                    ","(01 222) 223.9302   ","Soriana"
1,88,"Las Quintas                                                                     ","Av. López Mateos y Antiguo camino a San Rafael                                  ","S/N","Las Quintas                                                                     ","Guadalupe                                         ","Nuevo León                    ",67167,"(0181) 8329.9000    ","Ext. 5088119        ","Ext. 5088126 / 127  ","Ext. 59088111       ","Soriana"
1,89,"Saucito                                                                         ","Av. de la Juventud                                                              ",6300,"El Saucito                                                                      ","Chihuahua                                         ","Chihuahua                     ",31165,"(01614) 439.5900    ","                    ","                    ","(01614) 439.5902    ","Soriana"
1,90,"Iglesias                                                                        ","Av. Ejército Nacional                                                           ",5230,"Benito Juárez                                                                   ","Cd. Juárez                                        ","Chihuahua                     ",32390,"(01656) 629.5700    ","(01656) 629.5702    ","(01656) 629.5705    ","(01656) 629.5700    ","Soriana"
1,91,"Bachoco                                                                         ","Blvd. Morelos                                                                   ",432,"Bachoco                                                                         ","Hermosillo                                        ","Sonora                        ",83148,"(01662) 259.3100    ","(01662) 259.3110    ","                    ","(01662) 259.3102    ","Soriana"
1,92,"Solidaridad                                                                     ","Luis Donaldo Colosio                                                            ",1900,"Barrio de San Luis                                                              ","Escobedo                                          ","Nuevo León                    ",66050,"(0181) 8329.9000    ","Ext. 5092119        ","Ext. 5092126 / 127  ","Ext. 5092111        ","Soriana"
1,93,"Hamburgo                                                                        ","Periférico Torreón – Gómez Km. 6.7                                              ",501,"Fraccionamiento Residencial Hamburgo                                            ","Gómez Palacio                                     ","Durango                       ",35010,"(01871) 737.3574    ","(01871) 737.3575    ","(01871) 737.3576    ","                    ","Soriana"
1,94,"Ribereña                                                                        ","Av. José Zertuche                                                               ",1100,"Contry                                                                          ","Reynosa                                           ","Tamaulipas                    ",88620,"(01899) 924.9613    ","(01899) 924.0872    ","                    ","                    ","Soriana"
1,95,"Mazatlán                                                                        ","Ave. Insurgentes Esq. con Carr. Internacional Nte.                              ",1198,"Villa del Estero                                                                ","Mazatlán                                          ","Sinaloa                       ",82156,"(01669) 983.2813    ","(01669) 983.2916    ","                    ","(01669) 983.2429    ","Soriana"
1,96,"Torrecillas                                                                     ","Ave. Municipio Libre y Calle Nayarit                                            ",555,"Infonavit Loma Bella                                                            ","Puebla                                            ","Puebla                        ",72490,"(01222) 223.9310    ","(01222) 399.1326    ","(01222) 399.1329    ","(01222) 223.9311    ","Soriana"
1,97,"Juventud                                                                        ","Av. de la Juventud                                                              ",401,"Paseos de Chihuahua                                                             ","Chihuahua                                         ","Chihuahua                     ",31119,"(01614) 483.2757    ","(01614) 483.2758    ","(01614) 483.2759    ","                    ","Soriana"
1,98,"Encinas                                                                         ","Periférico Poniente y Blvd. Jesús García Morales                                ",2,"El Llano                                                                        ","Hermosillo                                        ","Sonora                        ",83210,"(01662) 262.9036    ","(01662) 262.9037    ","(01662) 262.9038    ","(01662) 259.3113    ","Soriana"
1,99,"Bella Vista                                                                     ","Blvd. Rodolfo Elías Calles y Calle Jesús García París                           ","S/N","París                                                                           ","Obregon                                           ","Sonora                        ",85130,"(01644) 412.4524    ","(01644) 412.4525    ","(01644) 412.4526    ","(01644) 412.4529    ","Soriana"
