id_cliente,"Num. Tienda",Nombre,Calle,Num.,Colonia,Ciudad,Estado,CP,Teléfono,Teléfono,Teléfono,Fax,Formato
1,99,"Bella Vista","Blvd. Rodolfo Elías Calles y Calle Jesús García París",S/N,París,Obregon,Sonora,85130,016444124524,016444124525,016444124526,016444124529,Soriana
1,100,Cigarrera,"Ave. Los Insurgentes entre Ave. Gaviota y 12 de Octubre",368,"Los Llanitos",Tepic,Nayarit,63170,013112100321,013112100325,013112100327,,Soriana
1,101,,,,,,Morelos,,,,,,Soriana
1,102,Celaya,"Av. 12 de Octubre",200,"Fraccionamiento Celaya",Celaya,Guanajuato,38020,014616092504,014616092505,014616092506,014616092507,Soriana
1,103,"Los Pinos","Ave. Rafael Cuervo entre Playa Sola y Playa del Rey",60,"Playa Linda",Veracruz,Veracruz,91810,012299249090,,,,Soriana
1,104,"San Joaquín","Av. Periférico Carlos Pellicer y Av. Reforma",S/N,"18 de Marzo",Villahermosa,Tabasco,86140,019933800361,019933800362,,019933800393,Soriana
1,105,Oaxaca,"Ave. Jorge L. Tamayo Castillejo y Ave. Universidad",500,"Ex-Hacienda Candiani",Oaxaca,Oaxaca,68000,019515060001,019515060003,019515060004,,Soriana
1,106,Maravillas,"Blvd. Juan Alonso de Torres",3702,"Fraccionamiento San Cayetano de Medina",León,Guanajuato,37235,014777803031,014777803032,014777803033,014777803029,Soriana
1,107,Manzanillo,"Blvd. Miguel de la Madrid y Paseo de las Gaviotas",1580,"Valle de las Garzas",Manzanillo,Colima,28869,013143339053,013143340571,,013143340185,Soriana
1,108,Mochis,"Av. Independencia entre Prol. Veracruz y Zacatecas",1949,"Rubén Jaramillo","Los Mochis",Sinaloa,81230,016688126144,016688127622,,,Soriana
1,109,Laguneta,"Prol. González y Av. Leyes de Reforma",2035,"Parque Industrial",Matamoros,Tamaulipas,87479,018688126203,018688126204,018688126206,018688126207,Soriana
1,110,Canek,"Ave. Jacinto Canek y Calle 128",277,"Fracc. Yucal peten",Mérida,Yucatán,97248,019999457530,019999457531,019999457532,,Soriana
1,111,Huinalá,"Carretera a Huinalá y Av.Teléfonos",1300,"Hacienda de Huinalá",Apodaca,"Nuevo León",66648,018183299000,Ext5111119,Ext5111126/127,Ext5111111,Soriana
1,112,Progreso,"Blvd. Progreso y Blvd. Solidaridad",663,Solidaridad,Hermosillo,Sonora,83117,016622645805,016622645806,,,Soriana
1,113,Cimatario,"Carretera a Huimilpam",1001,"Plaza del Sol 3era. Sección",Querétaro,Queretaro,76040,014422229573,014422229557,014422229554,,Soriana
1,114,Poliforum,"Blvd. Ángel Albino Corso y Blvd. Andrés Serra Rojas",250,"El Retiro","Tuxtla Gutiérrez",Chiapas,29040,019616141911,019616142574,,,Soriana
1,115,Triana,"Blvd. Rodríguez Triana entre calle Vasconcelos y Clzda. División del Norte",950,"Las Misiones",Torreón,Coahuila,27276,018717311319,018717311666,018717311554,,Soriana
1,116,"Sendero Escobedo","Av. Sendero Norte y Prol. Alfonso Reyes",S/N,"Bella Vista",Escobedo,"Nuevo León",66428,018183299000,Ext5116126/127,,Ext5116111,Soriana
1,117,"La Paz","Blvd. Forjadores de SudCalifornia esq. Av. Luis Donaldo Colosio",S/N,"Ex Base Aérea","La Paz","Baja California Sur",23000,016121214771,016121214772,016121214773,,Soriana
1,118,"San Juan del Río","Av. Moctezuma y Mercedes Camacho",268,"San Cayetano","San Juan del Río",Queretaro,76807,014272642008,014272642009,,014272642009,Soriana
1,119,Colosio,"Av. Luis Donaldo Colosio y Pioneros de Rochadale.",610,Provivienda,"Sta. Catarina","Nuevo León",66360,018183299000,Ext5119119,Ext5119126/127,Ext5119111,Soriana
1,120,"Cd. Del Carmen","Ave. Aviación",S/N,Aviación,"Cd. Del Carmen",Campeche,24190,019383813295,019383813311,019383813312,,Soriana
1,121,Echeverría,"Blvd. Luis Echeverría",630,,Saltillo,Coahuila,25025,018444105919,018444105621,018444105701,018444111202,Soriana
1,122,Minatitlán,"Blvd. Ávila Camacho entre Lázaro Cárdenas y Estadio de Beisbol",91,Cuauhtémoc,Minatitlán,Veracruz,96880,019222218841,019222218842,019222218843,019222218845,Soriana
1,123,Salamanca,"Av. Obregón Sur cruz c/ Domingo Lizarde.",S/N,"El Edén",Salamanca,Guanajuato,36780,014646417217,014646417221,014646417222,,MercadoSoriana
1,124,Navojoa,"Carretera Los Mochis - Navojoa",S/N,Juarez,Navojoa,Sonora,85870,016424211710,016424212831,,,MercadoSoriana
1,125,Barancos,"Alma Schillerde de Z y Av. Benjamín Hill",5720,"Infonavit Barrancos",Culiacan,Sinaloa,80190,016677109341,016677109343,016677109344,,Soriana
1,126,Cancún,"Av. Andrés Quintana Roo y Av. Kabah",S/N,Kabah,Cancún,"Quintana Roo",77500,019981931480,,,,Soriana
1,127,"Los Cabos","Carretera Todos Los Santos y Calle Guajitos",S/N,"Brisas del Pacífico","Los Cabos","Baja California Sur",23473,016241051290,016241051291,016241051292,,Soriana
1,128,Bosques,"Ave. Xonacatepec y Ave. Puebla",178,"Bosques de San Sebastian",Puebla,Puebla,72310,012222187214,012222187215,012222187216,,MercadoSoriana
1,129,"Santa Rosa","Carretera Tepic - Culiacán y Ave. Santa Rosa",S/N,,Mazatlán,Sinaloa,82165,016699404446,016699404447,016699404448,,Soriana
1,130,Guaymas,"Blvd. Benito Juaréz y Calle Guadalupe",S/N,,Guaymas,Sonora,85440,016222224022,016222224036,016222224096,,MercadoSoriana
1,131,"Sendero Las Torres","Av. Las Torres",2111,"Valle de Bravo","Cd. Juárez",Chihuahua,32574,016566906720,016566906722,016566906731,,Soriana
1,132,"Topo Chico","C. Bartolomé Mitre y Ave. La Esperanza",S/N,"Libertadores de América",Monterrey,"Nuevo León",64215,018183299000,Ext5132119,Ext5132126/127,Ext5132111,Soriana
1,133,"San Jerónimo","C. José Garza Ramírez y Rogelio Cantú Gómez",S/N,"San Jerónimo",Monterrey,"Nuevo León",64630,018183299000,Ext5133119,Ext5133126/127,Ext5133111,Soriana
1,134,Cárdenas,"Periférico CarlosMolina y Av. Framboyanes",589,"Ranchería Paso y Plaza Cárdenas",Cárdenas,Tabasco,86540,019373227504,019373227506,019373227507,Ext5134119120,MercadoSoriana
1,135,Comalcalco,"Carr. Federal a Paraíso y Calle Guillermo Prieto",402,"López Mateos",Comalcalco,Tabasco,86630,019333349808,019333349809,019333349810,019333349811,MercadoSoriana
1,136,Tutelar,"Blvd. Del Minero entre Oaxaca y Guadalajara",602,"Venustiano Carranza",Pachuca,Hidalgo,42030,017711071491,017711071492,017711071493,Ext5136111,MercadoSoriana
1,137,Tula,"Blvd. Tula-Iturbe esq. Calle Tulipanes",118,Salitre,"Tula de Allende",Hidalgo,42800,017731002016,017731002019,017731002020,017731002011,MercadoSoriana
1,138,Tepatitlán,"Blvd. Lic. Anacleto González Nte. esq. Calle Zaragoza",27,"San Miguel",Tepatitlán,Jalisco,47660,013787825971,013787825972,013787825828,Ext5138126/127,MercadoSoriana
1,139,"La Paz","Av. de la Paz",220,"Barrio de Santiago","San Luis Potosí","San Luis Potosí",78000,014448127703,014448124502,014448128855,,MercadoSoriana
1,140,Nogales,"Blvd. Luis Donaldo Colosio M. Entre Blvd. EL Greco y Calle Hidra",2700,"Unidad Deportiva",Nogales,Sonora,84065,016313149864,016313149866,016313149867,,Soriana
1,141,"Cd. Valles","Carr. México Laredo esq. Blvd. Antonio Esquer",2200,"Fraccionamiento Lomas Yuejaten","Cd. Valles","San Luis Potosí",79095,014813756403,014813756404,014813756405,,MercadoSoriana
1,142,Parral,"Blvd. Niños Héroes Km 1015",S/N,"Carretera a Santa Bárbara",Parral,Chihuahua,33840,016275255107,016275255108,016275255109,,MercadoSoriana
1,143,Ocotlán,"Av. Fco. Zarco entre Cd. Victoria y Sor Juana Inés de la Cruz",S/N,"San Vicente",Ocotlán,Jalisco,47850,013929232915,013929232919,013929232955,Ext5143126127,MercadoSoriana
1,144,Pitillal,"Av. Fco. Villa entre José González y Río el Pitillal",1642,"Centro Pitillal","Puerto Vallarta",Jalisco,48318,013222930400,013222930432,,Ext5144126,Soriana
1,145,Orizaba,"Ave. Oriente 31 entre Norte 4 y Norte 6",263,Centro,Orizaba,Veracruz,94300,012727215600,012727215601,012727215602,Ext5145126,MercadoSoriana
1,146,"San José del Cabo","Carretera Transpeninsular km.34.5 esq. con Ave. Las Palmas",S/N,Guaymitas,"San José del Cabo","Baja California Sur",23407,016241426214,016241426228,016241426103,Ext5146126127,Soriana
1,147,"Sendero Periférico","Libramiento Sur Reynosa, entre Av. De los Ebanos y C.Hidalgo",S/N,"Fracc. Lomas del Real Jarachina",Reynosa,Tamaulipas,88720,018999468510,018999468511,018999468512,Ext5147126127,Soriana
1,148,Zamora,"Av. Francisco I. Madero esquina con Río Bravo",2001,"Río Nuevo",Zamora,Michoacan,59680,013515153269,013515154538,013515157129,Ext5148126/127,MercadoSoriana
1,149,"San Andrés Tuxlta","Carretera Costera del Golfo",934,"3 de Mayo","San Andrés Tuxtla",Veracruz,95780,012949428088,012949428089,012949428090,Ext5149126/127,MercadoSoriana
1,150,Chapala,"Av. Francisco I. Madero",699,"Las Redes",Chapala,Jalisco,45900,013767652921,013767652147,013767655389,Ext5150126127,MercadoSoriana
1,151,Matehuala,"Gral. Mariano Matamoros esq. Carretera 57",S/N,Centro,Matehuala,"San Luis Potosí",78700,014888829110,014888829111,014888829112,014888829109,MercadoSoriana
1,152,Linares,"Hidalgo pte.",960,Centro,Linares,"Nuevo León",67700,018212144822,018183299000,,N/A,MercadoSoriana
1,153,"La Barca","Adolfo Ruiz Cortines",750,"La Joyita","La Barca",Jalisco,47910,013939351554,013939354661,013939354665,,MercadoSoriana
1,154,Libramiento,Blvd.Independencia,1510,Zaragoza,"Cd. Juárez",Chihuahua,32599,016561713880,016561713881,016561713882,,Soriana
1,155,"Dolores Hidalgo","Calzada Mariano Balleza",40,"Mariano Balleza","Dolores Hidalgo",Guanajuato,37800,014181827161,014181827162,014181827163,,MercadoSoriana
1,156,"Nueva Rosita","Profesor Héctor Hernández",1002-A,"11 de Julio","Nueva Rosita",Coahuila,26870,018616146993,018616146078,,018616147160,MercadoSoriana
1,157,Sahuayo,"Blvd. Lázaro Cárdenas Cruz con San Rafael",745,"San Rafael",Sahuayo,Michoacan,69000,013535318762,013535318763,013535318765,Ext5157119,MercadoSoriana
1,158,Cuauhtémoc,"Blvd. Fernando Baeza y Río Concho",2835,"Barrio Lerdo",Cuauhtémoc,Chihuahua,31520,016255715018,016255715019,016255715020,,MercadoSoriana
1,159,Altamira,"Blvd. Al Puerto Industrial esq.Vía de Ferrocarril Mty-Tampico",105,Centro,Altamira,Tamaulipas,89600,018331620092,018331620093,,,MercadoSoriana
1,160,"Cd. Guzmán","Calzada Francisco I. Madero y Carranza",570,Centro,"Cd. Guzmán",Jalisco,49000,013414105991,013414105992,013414105993,5160111,MercadoSoriana
1,161,"Valle Soleado","Carretera a Dulces Nombres",400,"Valle Soleado",Guadalupe,"Nuevo León",64117,018183299000,Ext5161119,Ext5161126,Ext5161111,Soriana
1,162,"Chihuahua 2000","Av. Los Arcos de la Estrella entre Portal de Ebano Av. Los Arcos Nte.",17101,"Fraccionamiento Los Arcos",Chihuahua,Chihuahua,31137,016144935127,016144935128,016144935129,,Soriana
1,163,Coacalco,"Ave. Vial Lopez Portillo esq. 16 de Septiembre",34,"San Francisco, Coacalco",Coacalco,"Edo. de México",55700,015521597603,015521597604,,,MercadoSoriana
1,164,"Cd. Azteca","Ave. Central entre calle Aguila y calle Paricutin",65,"Josefa Ortiz de Dominguez",Ecatepec,"Edo. de México",55100,015524590886,015524590891,015524590894,,MercadoSoriana
1,165,"La Joya","Ave. Vial López Portillo entre calle Progreso",431,"Guadalupe Victoria",Ecatepec,"Edo. de México",55210,015525939682,015525939698,015525939672,,MercadoSoriana
1,166,Placetas,"Blvd. Rodolfo Chávez casi esq. con Av. Javier Mina",S/N,Centro,Colima,Colima,28000,013123307292,013123307388,013123307456,,MercadoSoriana
