2,2735,"LA CRUZ (PLAYA DEL CARMEN)","PLAYA DEL CARMEN","QUINTANA ROO",01984,1094848/849/851/852/853/856,,
2,3555,"PERIFERICO MERIDA",MERIDA,YUCATAN,01999,9459918/15,,103
2,3632,"CANCUN II",CANCUN,"QUINTANA ROO",01998,8437143AL46,,8437146
2,4048,"MÉRIDA PENSIONES",MERIDA,YUCATAN,01999,9879874/83,"Ext103,105y102",9879884
2,4073,POLIGONO,MERIDA,YUCATAN,01999,1961556/1557/1558/1559/1560/1561/1562/1563/1564/1565,,
2,4139,CAMPECHE,CAMPECHE,CAMPECHE,01981,8111297/8160987/8110256/8110325,8112472,Ext102/105
2,1204,"MOCHIS SUR","LOS MOCHIS",SINALOA,01668,8122361/8174895/8174896/8181149/8181650,,"Ext102,103,105y106"
2,1585,"LA ISLA",CULIACAN,SINALOA,01667,1464597/4599/4601/4601/4602/4603/4604,,Ext102y103
2,1727,GUASAVE,GUASAVE,SINALOA,01687,8712996/0558/0684/0981,,"103,102,105y106"
2,2303,HERMOSILLO,HERMOSILLO,SONORA,01662,2590305,,Ext102y103
2,2379,CULIACAN,CULIACAN,SINALOA,01667,7590250,7508160,EXT7126Y7129FAX174
2,2380,"CD. OBREGON",OBREGON,SONORA,01644,4146573/6996/6991/6461,,Ext105
2,2646,"CARRETERA INTERNACIONAL",OBREGON,SONORA,01644,4129236/4161185/4170939/4171223/4171223,,
2,3030,"BLVD. MORELOS",HERMOSILLO,SONORA,01662,2678318/8319/8320/8321/8322/8323,,
2,3718,"EJERCITO MEXICANO",MAZATLAN,SINALOA,01669,9406297,9406307,9406307
2,3746,SOLIDARIDAD,HERMOSILLO,SONORA,01662,2609536,,Ext103
2,4036,GUAYMAS,GUAYMAS,SONORA,01622,2211399/1440/156/1736/1782/2048,,
2,4549,"LOS MOCHIS","LOS MOCHIS",SINALOA,01668,8121136/2091/2455/3107/2996,,"Ext102,103,105y106"
2,5700,"MEXICO 68",CULIACAN,SINALOA,01667,7152338/1871/2445/2471,7152471,
2,1067,"ACAPULCO DIAMANTE",ACAPULCO,GUERRERO,01744,4434617AL26,,4434627
2,1460,CUEMANCO,MEXICO,DF,0155,56033699/56034130/56717906/56717969/56718202,56716690,Ext102y103
2,1684,CHILPANCINGO,CHILPANCINGO,GUERRERO,01747,4949893/221/237/238/264,,
2,2347,TLAHUAC,MEXICO,D.F.,0155,58501910,,Ext172
2,2349,ACAPULCO,ACAPULCO,GUERRERO,01744,4690203,,Ext102y103
2,2432,DURANGO,DURANGO,DURANGO,01618,8178845,,Ext102y103
2,2464,MIRAMONTES,MEXICO,D.F.,0155,54471400,,Ext7114
2,3014,"DURANGO II EL EDEN",DURANGO,DURANGO,01618,8366549/6596/6651/6653,,Ext102y103
2,3071,"FRANCISCO VILLA",DURANGO,DURANGO,01618,8142763/4538/1089/1750,,Ext105
2,3857,"VILLA COAPA",MEXICO,D.F.,0155,56716515/56716114/56711361,,Ext103104106
2,1549,"AV. DE  LOS MAESTROS",AGUASCALIENTES,AGUASCALIENTES,01449,2500556/57/58/59/61/62,,
2,2033,"PLAZA ORIENTE",MEXICO,D.F.,0155,56006321/6501/4667,,Ext105
2,2074,"CARRETERA 57",S.L.P,S.L.P,01444,5675148AL58,,
2,2075,MUÑOZ,S.L.P,S.L.P,01444,8337046/8337073/8337138/8337228/8337651,,
2,2079,"CD. JARDIN",NEZAHUALCOYOTL,"EDO. DE MEX.",0155,57354801/4845/4762/4768/4779,,Ext105
2,2080,"MATEHUALA (ARBOLEDAS)",MATEHUALA,S.L.P,01488,8825486/8825377/8824445,,
2,2346,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,01449,9107001,EXT170Y172,EXT175
2,2431,"SAN LUIS POTOSI",S.L.P,S.L.P,01444,8260062,,EXT171173FAX174
2,2670,TLALPAN,MEXICO,D.F.,0155,56741755,,Ext103
2,3005,"PLAZA ARAGON",MEXICO,"EDO. DE MEX.",0155,24590955/1418/1898,24591901,Ext105
2,3851,AEROPUERTO,MEXICO,D.F.,0155,55718177,55711492,Ext105
2,3872,BALBUENA,MEXICO,D.F.,0155,57686030/9799/9294/9146,,57689316
2,1130,"BELISARIO DOMINGUEZ","TUXTLA GUTIERREZ",CHIAPAS,01961,1215533al41,,
2,1580,"EL ROSARIO",MEXICO,D.F.,0155,91270251/91270266/91270582/91270762,,
2,1624,"COMITAN DE DOMINGUEZ",COMITAN,CHIAPAS,01963,6329456al61,,
2,2466,CUITLAHUAC,MEXICO,D.F.,0155,57299916,,Ext102y103
2,3127,"LIBRAMIENTO NORTE","TUXTLA GUTIERREZ",CHIAPAS,01961,6143602/6042058/6043258,,
2,3847,SATELITE,"NAULCALPAN DE JUAREZ","EDO. DE MEX.",0155,55621500/55722896,,Ext105
2,3850,ECHEGARAY,"NAULCALPAN DE JUAREZ","EDO. DE MEX.",0155,53600264/1389/0639/0514/0889/8043,53633779,EXT103/104
2,3862,AZCAPOTZALCO,MEXICO,D.F.,0155,53530156/0093/1416,,"EXT102,103y105"
2,4072,TAPACHULA,TAPACHULA,CHIAPAS,01962,6284064AL69,,
2,1044,"SAN MARCOS","CUAUTITLAN IZCALI","EDO. DE MEX.",0155,24720075/24720076/24720078/24720080,,24720301
2,1169,"MULTIPLAZA ARBOLEDAS","TLANEPANTLA DE BAZ","EDO. DE MEX.",0155,55651295/16659275al81/55654846,,
2,1423,"SANTA ELENA",CUAUTITLAN,"EDO. DE MEX.",0155,22922166AL71,,
2,1834,"PLAZA DEL LAGO",CUAUTITLAN,"EDO. DE MEX.",0155,"58689629,9632,9801,9931,9959,9997",,
2,2041,TOLTECAS,"TLANEPANTLA DE BAZ","EDO. DE MEX.",0155,53904857/4876/4880/4918/4959/4993,,53905173
2,2643,"NICOLAS ROMERO","NICOLAS ROMERO","EDO. DE MEX.",0155,22109483/9430,,
2,3794,"ACUEDUCTO DE GUADALUPE",MEXICO,D.F.,0155,53880151/53675805/53887386/53692112/53694721,53692112,53694721
2,3854,PIRULES,"TLANEPANTLA DE BAZ","EDO. DE MEX.",0155,53704555/53791286/53704594/4300,53709948,Ext103
2,4154,"PERINORTE (ANTES SILOS)","CUAUTITLAN IZCALLI","EDO. DE MEX.",0155,58860706/0832/0900/0905/1256,,
2,4157,"PERIFÉRICO CUAUTITLAN","CUAUTITLAN IZCALLI","EDO. DE MEX.",0155,22395112AL20,,
2,4191,"LAGO DE GUADALUPE","TLALNEPANTLA DE BAZ","EDO. DE MEX.",0155,53054069/4091/4106/4128/4142/4200,,
2,5855,"LAS ALAMEDAS",ATIZAPAN,"EDO. DE MEX.",0155,50776079/6085,,
2,1032,"LOMAS VERDES","NAULCALPAN DE JUAREZ","EDO. DE MEX.",0155,53493489al98,,
2,1462,"LERMA TOLUCA",TOLUCA,"EDO. MEX",01728,"2845315,16,17,18,19,21",,
2,1584,"ESPACIO ESMERALDA",ATIZAPAN,"EDO. DE MEX.",0155,53083097/53083101/53083155/53083216/53083393,,
2,2344,LOMAS,MEXICO,D.F,0155,55571133,,Ext105
2,2382,INTERLOMAS,HUIXQUILUCAN,"EDO MEX",0155,52907007/7008/7009/7010/1132/6589,,Ext105
2,2765,"SAN JOSE DEL CABO","SAN JOSE DEL CABO","BAJA CALIFORNIA SUR",01624,1469842/1307578/1307907/1307946/1420867,,Ext103
2,3069,"LOS CABOS","CABO SAN LUCAS","BAJA CALIFORNIA SUR",01624,1447114/17/18/19,,Ext103
2,3504,"AV. JESUS DEL MONTE",HUIXQUILUCAN,"EDO MEX",0155,52473187/3469/3794/3797/4207,EXT102,
2,3848,TAXQUEÑA,MEXICO,D.F.,0155,56612787/1788/0912,56623808,FaxExt149
2,3858,CUAJIMALPA,MEXICO,"D,F",0155,58122345/1841/2735/2123/2164,,Ext105
2,3863,"PERIFERICO SUR",MEXICO,D.F.,0155,56065340/5855,,Ext105
2,4156,"COLA DE BALLENA","LA PAZ","BAJA CALIFORNIA SUR",01612,1242314/2315/2316/2317/2318/2319,,
2,1425,"BAHIA DE BANDERAS","NUEVO VALLARTA",NAYARIT,01322,2972959/2972991/2973029/2973031/2973047,,
2,1550,"MACRO PLAZA VALLARTA","PTO. VALLARTA",JALISCO,01322,2249423/2249072/2249178/2249288,,Ext102y103
2,2430,COPILCO,MEXICO,D.F.,0155,56592790/56593040,,Ext105
2,2689,"FELIX CUEVAS",MEXICO,D.F.,0155,55348100AL09,,Ext105
2,3747,PITILLAL,"PTO. VALLARTA",JALISCO,01322,2210562/0870/0916/1271,2210517,Ext105
2,3845,UNIVERSIDAD,MEXICO,D.F.,0155,56040033/0213,56040273,Ext105
2,3852,PLATEROS,MEXICO,D.F.,0155,55931077/1388/1188,,FaxExt316
2,3876,"LAS AGUILAS",MEXICO,D.F.,0155,56606039/523156640008/56644282/56642949,,"Ext102,105y103"
2,3895,TEPIC,TEPIC,NAYARIT,01311,2100238/2100245/2100247,,Ext102y103
2,1138,DELICIAS,DELICIAS,CHIHUAHUA,01639,4700316/4700181/4700175,,Ext103
2,1170,PARRAL,"HIDALGO DEL PARRAL",CHIHUAHUA,01627,5233268/5231959/5231744/5232260/5232716/5232858,,
2,1623,"CD. CUAUHTEMOC","CD. CUAUHTEMOC",CHIHUAHUA,01625,590537580,,
2,2049,"AV. ZARAGOZA","CD. JUAREZ",CHIHUAHUA,01656,2588295/2588296/2588297/2588298/2588299/2588300/2588301/2588302/2588303/2588304,,2588305Ext102y103
2,2089,"PLAZA MONUMENTAL","CD. JUAREZ",CHIHUAHUA,01656,6132621/3154/3880/5149/5461,6132621,Ext102103105
2,2302,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,01614,4235607al13,4233859,Ext114Y130
2,2375,TORREON,TORREON,COAHUILA,01871,7290010,7222422,Ext102
2,2377,"CD. JUAREZ","CD. JUAREZ",CHIHUAHUA,01656,6235899y6236116,,Ext104
2,3033,"FUENTES MARES",CHIHUAHUA,CHIHUAHUA,01614,4358868/4359033/4359171/9194/9435/9602/9629/9700/9738/9752,,Ext102
2,3358,CORDILLERAS,CHIHUAHUA,CHIHUAHUA,01614,4989083,,
2,3622,"LA ROSITA",TORREON,COAHUILA,01871,7308019/7307113,,Ext102y103Fax141
2,5728,"NORTE 2000",CHIHUAHUA,CHIHUAHUA,01614,4817395/4222/7322/6451,,Ext103
2,5764,"TORRES DEL SUR","CD. JUAREZ",CHIHUAHUA,01656,6906704,,Ext103
2,1007,MONCLOVA,MONCLOVA,COAHUILA,0186,66482579AL89/2397,66482589,66482589
2,1027,SENDERO,MONTERREY,"NUEVO LEON",0181,"8397935557,58,59,60",,83979365
2,1404,"GALERIAS SALTILLO",SALTILLO,COAHUILA,01844,4853695AL99,4853695,Ext105
2,1833,"LA PASTORA",GUADALUPE,"NUEVO LEON",0181,83236643/83236634al38,,
2,2034,"LAS TORRES",MONTERREY,"NUEVO LEON",0181,83180434,83490153,Ext172
2,2076,"MIGUEL ALEMAN",MONTERREY,"NUEVO LEON",0181,83348300AL06,,Ext170
2,2179,"SAN NICOLAS",MONTERREY,"NUEVO LEON",0181,8661248891/86612530425155,,
2,2465,SALTILLO,SALTILLO,COAHUILA,01844,4140029/1084/0224,,Ext171
2,2676,"LA FE",MONTERREY,"NUEVO LEON",0181,81400249/54,81400254,81400254
2,3051,"PLAZA CENTRIKA",MONTERREY,"NUEVO LEON",0181,83317224/83511935/83512695/2754/2955/3050/3169/3238/3260/4795,,83515978
2,3091,"AVE. REFORMA","NUEVO LAREDO",TAMAULIPAS,01867,7170837/7171069/7171580/717430140,,
2,3800,GUADALUPE,MONTERREY,"NUEVO LEON",0181,83615380/83615260/83615440,Ext105,
2,4138,"VILLA JUAREZ",MONTERREY,"NUEVO LEON",0181,8862729399,88617303,
2,4548,"ELOY CAVAZOS",MONTERREY,"NUEVO LEON",0181,83936086/88/89,83936087,83936098
2,1139,"LA HUASTECA",MONTERREY,"NUEVO LEON",0181,83907665/3189/4947/4428/5179,Ext102,Ext103
2,1205,ALIJADORES,TAMPICO,TAMAULIPAS,01833,2122717/2149137/2121157/2121437/2121578/2121714,,
2,1206,"EL PASITO",REYNOSA,TAMAULIPAS,01899,9534803/9534804/0507,,
2,1622,"GOMEZ MORIN",MONTERREY,"NUEVO LEON",0181,83354750o83354790,,
2,1902,"AEROPUERTO TAMPICO",TAMPICO,TAMAULIPAS,01833,2277427/2277327/1259425/1259546/1259664,,
2,2044,"VALLE ORIENTE",MONTERREY,"NUEVO LEON",0181,83635062AL64/48/45/3479/3651/3869/2804,83635079,83635079
2,2378,TAMPICO,TAMPICO,TAMAULIPAS,01833,2291400,2288100,2288044
2,2540,"VICTORIA CENTRO","CD. VICTORIA",TAMAULIPAS,01834,3161781/3059349/3147123/3161629/3163532/3164352,,
2,3630,"LAS ADELITAS","CD. VICTORIA",TAMAULIPAS,01834,3050725AL31,3050735,Ext105
2,3719,MATAMOROS,MATAMOROS,TAMAULIPAS,01868,8195633/42,,8195643
2,3720,LINCOLN,MONTERREY,"NUEVO LEON",0181,11671381AL86,,11671391
2,4025,"CIUDAD MADERO",TAMPICO,TAMAULIPAS,01833,2741427/36,,2741437
2,4137,CHAPULTEPEC,MONTERREY,"NUEVO LEON",0181,84864517/4518/4519/4520/4521/4522,Ext102,
