2,2541,Salamanca,,,,Salamanca,Guanajuato,,01(464),6413129/6412595/6412614/6412778/6412874/6412897,,"Ext. 102-103 Y 105",,,,
2,2733,Poniente,,,,Queretaro,Queretaro,,"01 (442)","199 2850 /51/52/53/54/55 Y 56","199 2857",,,,,
2,2946,Pueblito,,,,Corregidora,Queretaro,,"01 (442)","225 3770/ 1770/ 9176/4304/4492/5705/5863",,,,,,
2,3031,Irrigacion,,,,Celaya,Guanajuato,,"01 (461)","608 7737/ 608 7292/ 608 6514/ 608 6683/ 608 6799",,"Ext. 102,103",,,,
2,3357,"Irapuato Sur",,,,Irapuato,Guanajuato,,"01 (462)","6221492 / 6221171 / 6221921 / 6222739",,"Ext. 105",,,,
2,3586,Juriquilla,,,,Queretaro,Queretaro,,01(442),"199 8312/8314/8315/8316/8317","199 8309",,,,,
2,3745,Clouthier,,,,Leon,Guanajuato,,"01 (477)","781 19 26 Al 35",,"Ext. 105",,,,
2,5687,"Blvd. Delta",,,,Leon,Guanajuato,,"01 (477)","194 58 64 / 194 59 02",,,,,,
2,5749,"Plaza De Toros, Qro.",,,,Queretaro,Queretaro,,"01 (442)","242  3773/ 215 0892/ 215 5219/ 21 5490/ 215 6484/ 215 6694/ 215 6856",,"Ext. 102, 103 Y 106",,,,
2,1031,"Tabasco 2000",,,,Villahermosa,Tabasco,,"01 (993)","354 5911  / 5981 / 6029 / 6199","354 1352 / 5952 /5033","354 6239",,,,
2,2218,Tuxpan,,,,Tuxpan,Veracruz,,"01 (783)","8344543 / 8345835 / 8349204 / 8351046 / 8356110 / 8356123",,,,,,
2,2463,Veracruz,,,,Veracruz,Veracruz,,"01 (229)","989 0202",,"Ext. 198",,,,
2,2468,"Cd. Deportiva",,,,Villahermosa,Tabasco,,"01 (993)","352 32 09 Al 17","3 52 32 18","352 3218",,,,
2,2839,"Xalapa Sur",,,,Xalapa,Veracruz,,"01 (228)","1 68 11 23 Al 28",,"Ext. 102",,,,
2,3293,"Blvd. Ruiz Cortinez",,,,Villahermosa,Tabasco,,"01 (993)","316-7786  316-3918  316-4591  316-4768  316-5670  316-5990",,,,,,
2,3893,Jalapa,,,,Jalapa,Veracruz,,"01 (228)","814 0004","8 14 39 22","Ext. 105",,,,
2,3894,"Villahermosa I",,,,Villahermosa,Tabasco,,"01 (993)","312 3314 / 312 3303",,"312 7890",,,,
2,3909,Córdoba,,,,Fortín,Veracruz,,"01 (271)","716 1541 / 716 2129 / 716 2719 / 716 3743 / 716 4141","716 4770 / 716 4879 / 716 5649 / 716 5690","Ext. 105",,,,
2,4120,"Poza Rica",,,,"Poza Rica",Veracruz,,"01 (782)","111 5443 / 111 5462 Al 70",,"111 5471",,,,
2,4122,"Playa Norte",,,,Veracruz,Veracruz,,"01 (229)","9240377 / 9240290 /9240289 / 9240328 / 9240397 / 9240400 / 9240449 / 9240456 / 9240457 / 9240460",,,,,,
2,1003,"Playa Del Carmen",,,,"Playa Del Carmen","Quintana Roo",,"01 (984)","803 0911 / 0089 / 0316 / 0335 / 0363","8 03 00 80","8 033035",,,,
2,1016,"Merida Norte",,,,Merida,Yucatan,,01(999),"941 5863/ 5864/ 5865/ 5866/ 5867/ 5868/ 5869/ 5869/ 5870","Ext. 103, 105 Y 102",,,,,
2,1084,Nichupte,,,,Cancun,"Quintana Roo",,"01 (998)","802 3064 Al 72",,"802 3073",,,,
2,1685,"Aeropuerto Campeche",,,,"Cd Del Carmen",Campeche,,"01 (938)","11 11 299 Al 304",,,,,,
2,2383,Mérida,,,,Merida,Yucatan,,"01 (999)","9 26 19 78",,"9 26 01 06",,,,
2,2384,"Cancun I",,,,Cancun,"Quintana Roo",,"01 (998)","884 0737/ 8840755/ 8843448/ 8841474/ 8841264",,"Ext. 105",,,,
2,2735,"La Cruz (playa Del Carmen)",,,,"Playa Del Carmen","Quintana Roo",,"01 (984)","10 94 848 / 849 / 851 / 852 / 853 / 856",,,,,,
2,3555,"Periferico Merida",,,,Merida,Yucatan,,"01 (999)","9459918 / 15",,103,,,,
2,3632,"Cancun Ii",,,,Cancun,"Quintana Roo",,"01 (998)","843-71-43 Al 46",,"843 7146",,,,
2,4048,"Mérida Pensiones",,,,Merida,Yucatan,,"01 (999)","987  9874 / 83","Ext. 103, 105 Y 102","987 9884",,,,
2,4073,Poligono,,,,Merida,Yucatan,,"01 (999)","196 1556/ 1557/ 1558/ 1559/ 1560/  1561/  1562/  1563/  1564/ 1565",,,,,,
2,4139,Campeche,,,,Campeche,Campeche,,"01 (981)","81 11297 / 81  60987 / 81 10256 / 81 10325","81 124 72","Ext.102 / 105",,,,
2,1204,"Mochis Sur",,,,"Los Mochis",Sinaloa,,"01 (668)","8 12 23 61/ 8 17 48 95/ 8 17 48 96/ 8 18 11 49/ 8 18 16 50",,"Ext. 102, 103, 105 Y 106",,,,
2,1585,"La Isla",,,,Culiacan,Sinaloa,,"01 (667)","146  4597/ 4599 / 4601 / 4601 /4602 /4603 /4604",,"Ext. 102 Y 103",,,,
2,1727,Guasave,,,,Guasave,Sinaloa,,"01 (687)","871 2996 / 0558 / 0684  / 0981",,"103,102, 105 Y 106",,,,
2,2303,Hermosillo,,,,Hermosillo,Sonora,,"01 (662)","259 0305",,"Ext. 102 Y 103",,,,
2,2379,Culiacan,,,,Culiacan,Sinaloa,,"01 (667)","759 0250","7 50 81 60","Ext 7126 Y 7129 Fax 174",,,,
2,2380,"Cd. Obregon",,,,Obregon,Sonora,,"01 (644)","414-6573 / 6996 / 6991  / 6461",,"Ext. 105",,,,
2,2646,"Carretera Internacional",,,,Obregon,Sonora,,"01 (644)","41 29 236/ 4161185 / 4170939 /4171223/4171223",,,,,,
2,3030,"Blvd. Morelos",,,,Hermosillo,Sonora,,01(662),"267 8318 / 8319/ 8320/ 8321/ 8322/ 8323",,,,,,
2,3718,"Ejercito Mexicano",,,,Mazatlan,Sinaloa,,"01 (669)","940 6297","9 40 63 07","940 6307",,,,
2,3746,Solidaridad,,,,Hermosillo,Sonora,,"01 (662)","260  9536",,"Ext. 103",,,,
2,4036,Guaymas,,,,Guaymas,Sonora,,"01 (622)","221 1399 / 1440 / 156 / 1736 / 1782 / 2048",,,,,,
2,4549,"Los Mochis",,,,"Los Mochis",Sinaloa,,"01 (668)","812 1136 / 2091/ 2455/3107/ 2996",,"Ext. 102,103,105 Y 106",,,,
2,5700,"Mexico 68",,,,Culiacan,Sinaloa,,"01 (667)","715 2338 /1871/ 2445/ 2471","715 2471",,,,,
2,1067,"Acapulco Diamante",,,,Acapulco,Guerrero,,"01 (744)","443 46 17 Al 26",,"443 46 27",,,,
2,1460,Cuemanco,,,,Mexico,Df,,"01 (55)",56033699/56034130/56717906/56717969/56718202,56716690,"Ext 102 Y 103",,,,
2,1684,Chilpancingo,,,,Chilpancingo,Guerrero,,"01 (747)","4949-893 /  221 / 237 / 238 / 264",,,,,,
2,2347,Tlahuac,,,,Mexico,D.f.,,"01 (55)","5850 1910",,"Ext. 172",,,,
2,2349,Acapulco,,,,Acapulco,Guerrero,,"01 (744)","469 0203",,"Ext. 102 Y 103",,,,
2,2432,Durango,,,,Durango,Durango,,"01( 618)","817 8845",,"Ext. 102 Y 103",,,,
2,2464,Miramontes,,,,Mexico,D.f.,,"01 (55)","5447 1400",,"Ext. 7114",,,,
2,3014,"Durango Ii el Eden",,,,Durango,Durango,,"01 (618)","836 6549 / 6596 / 6651 / 6653",,"Ext. 102 Y 103",,,,
2,3071,"Francisco Villa",,,,Durango,Durango,,01(618),"814 2763 / 4538 / 1089 / 1750",,"Ext. 105",,,,
2,3857,"Villa Coapa",,,,Mexico,D.f.,,"01 (55)","5671 6515 / 5671 6114 / 5671 1361",,"Ext. 103-104-106",,,,
2,1549,"Av. De  Los Maestros",,,,Aguascalientes,Aguascalientes,,"01 (449)",250-0556/57/58/59/61/62,,,,,,
2,2033,"Plaza Oriente",,,,Mexico,D.f.,,"01 (55)","5600 6321 / 6501 / 4667",,"Ext. 105",,,,
2,2074,"Carretera 57",,,,S.l.p,S.l.p,,"01 (444)","567 5148 Al 58",,,,,,
2,2075,Muñoz,,,,S.l.p,S.l.p,,"01 (444)","833 7046/ 833 7073/ 833 7138/ 833 7228 / 833 7651",,,,,,
2,2079,"Cd. Jardin",,,,Nezahualcoyotl,"Edo. De Mex.",,"01 (55)","5735  4801 / 4845 /4762 /4768 /4779",,"Ext. 105",,,,
2,2080,"Matehuala (arboledas)",,,,Matehuala,S.l.p,,"01 (488)","882 5486/ 882 5377/ 882 4445",,,,,,
2,2346,Aguascalientes,,,,Aguascalientes,Aguascalientes,,"01 (449)","910 70 01","Ext. 170 Y 172","Ext. 175",,,,
2,2431,"San Luis Potosi",,,,S.l.p,S.l.p,,"01 (444)","826 0062",,"Ext  171 - 173 Fax 174",,,,
2,2670,Tlalpan,,,,Mexico,D.f.,,"01 (55)","5674 1755",,"Ext. 103",,,,
2,3005,"Plaza Aragon",,,,Mexico,"Edo. De Mex.",,"01 (55)","2459 0955 / 1418 / 1898","2459 19 01","Ext. 105",,,,
2,3851,Aeropuerto,,,,Mexico,D.f.,,"01 (55)","5571 8177","55 71 14 92","Ext. 105",,,,
2,3872,Balbuena,,,,Mexico,D.f.,,"01 (55)","5768 6030 / 9799 / 9294 / 9146",,"5768 9316",,,,
2,1130,"Belisario Dominguez",,,,"Tuxtla Gutierrez",Chiapas,,"01 (961)","121 55 33 Al 41",,,,,,
2,1580,"El Rosario",,,,Mexico,D.f.,,"01 (55)","9127-0251 / 9127-0266 / 9127-0582 / 9127-0762",,,,,,
2,1624,"Comitan De Dominguez",,,,Comitan,Chiapas,,"01 (963)","6329456  Al 61",,,,,,
2,2466,Cuitlahuac,,,,Mexico,D.f.,,"01 (55)","5729 9916",,"Ext. 102 Y 103",,,,
2,3127,"Libramiento Norte",,,,"Tuxtla Gutierrez",Chiapas,,"01 (961)","61 4 36 02 /  60 4 20 58 /  60 4 32 58",,,,,,
2,3847,Satelite,,,,"Naulcalpan De Juarez","Edo. De Mex.",,"01 (55)","5562 1500 / 5572 2896",,"Ext. 105",,,,
2,3850,Echegaray,,,,"Naulcalpan De Juarez","Edo. De Mex.",,"01 (55)","5360 0264 / 1389/  0639/  0514/  0889/  8043",53633779,"Ext. 103 / 104",,,,
2,3862,Azcapotzalco,,,,Mexico,D.f.,,"01 (55)","5353 0156 /  0093 / 1416",,"Ext . 102,103 Y 105",,,,
2,4072,Tapachula,,,,Tapachula,Chiapas,,"01 (962)","628 4064 Al 69",,,,,,
2,1044,"San Marcos",,,,"Cuautitlan Izcali","Edo. De Mex.",,"01 (55)","2472 00 75/ 2472 00 76 / 2472 00 78 / 2472 00 80",,"2472 0301",,,,
2,1169,"Multiplaza Arboledas",,,,"Tlanepantla De Baz","Edo. De Mex.",,"01 (55)","5565 1295/ 1665 9275 Al 81/ 5565 4846",,,,,,
2,1423,"Santa Elena",,,,Cuautitlan,"Edo. De Mex.",,"01 (55)","22922166 Al 71",,,,,,
2,1834,"Plaza Del Lago",,,,Cuautitlan,"Edo. De Mex.",,"01 (55)","58-68-96-29, 9632, 9801, 9931,9959, 9997",,,,,,
2,2041,Toltecas,,,,"Tlanepantla De Baz","Edo. De Mex.",,"01 (55)","5390 48 57 / 4876 / 4880 / 4918 / 4959 / 4993",,"5390 5173",,,,
2,2643,"Nicolas Romero",,,,"Nicolas Romero","Edo. De Mex.",,"01 (55)","2210-9483  /9430",,,,,,
2,3794,"Acueducto De Guadalupe",,,,Mexico,D.f.,,"01 (55)","53 88 01 51/ 53 67 58 05/ 53 88 73 86 / 5369 21 12 / 5369 47 21","53 69 21 12","5369 4721",,,,
2,3854,Pirules,,,,"Tlanepantla De Baz","Edo. De Mex.",,"01 (55)","5370 4555/5379 1286 /  5370 4594 / 4300","53 70 99 48","Ext 103",,,,
2,4154,"Perinorte (antes Silos)",,,,"Cuautitlan Izcalli","Edo. De Mex.",,"01 (55)","5886 07 06/ 08 32/ 09 00/ 09 05/ 12 56",,,,,,
2,4157,"Periférico Cuautitlan",,,,"Cuautitlan Izcalli","Edo. De Mex.",,"01 (55)","2239 51 12 Al 20",,,,,,
2,4191,"Lago De Guadalupe",,,,"Tlalnepantla De Baz","Edo. De Mex.",,"01 (55)","53054069 / 4091 / 4106 / 4128 / 4142 / 4200",,,,,,
2,5855,"Las Alamedas",,,,Atizapan,"Edo. De Mex.",,"01 (55)","5077 6079 / 6085",,,,,,
2,1032,"Lomas Verdes",,,,"Naulcalpan De Juarez","Edo. De Mex.",,"01 (55)","5349 3489 Al 98",,,,,,
2,1462,"Lerma Toluca",,,,Toluca,"Edo. Mex",,"01 (728)","284 5315, 16, 17, 18, 19, 21",,,,,,
2,1584,"Espacio Esmeralda",,,,Atizapan,"Edo. De Mex.",,"01 (55)","5308-3097 /  5308-3101 /  5308-3155 / 5308-3216 / 5308-3393",,,,,,
2,2344,Lomas,,,,Mexico,D.f,,"01 (55)","5557 11 33",,"Ext. 105",,,,
2,2382,Interlomas,,,,Huixquilucan,"Edo Mex",,"01 (55)","5290 7007 / 7008 / 7009 / 7010 / 1132 / 6589",,"Ext. 105",,,,
2,2765,"San Jose Del Cabo",,,,"San Jose Del Cabo","Baja California Sur",,"01 (624)","146 98 42 / 130 75 78 / 130 79 07 / 130 79 46 / 142 08 67",,"Ext. 103",,,,
2,3069,"Los Cabos",,,,"Cabo San Lucas","Baja California Sur",,"01 (624)","144 7114/ 17/ 18/ 19",,"Ext. 103",,,,
2,3504,"Av. Jesus Del Monte",,,,Huixquilucan,"Edo Mex",,"01 (55)","5247 3187 / 3469 / 3794 / 3797 / 4207","Ext 102",,,,,
2,3848,Taxqueña,,,,Mexico,D.f.,,"01 (55)","5661 2787/ 1788 /  0912","56 62 38 08","Fax. Ext. 149",,,,
2,3858,Cuajimalpa,,,,Mexico,"D,f",,"01 (55)","5812 2345 / 1841 / 2735 / 2123 / 2164",,"Ext. 105",,,,
2,3863,"Periferico Sur",,,,Mexico,D.f.,,"01 (55)","5606 5340 / 5855",,"Ext. 105",,,,
2,4156,"Cola De Ballena",,,,"La Paz","Baja California Sur",,"01 (612)","124 2314 / 2315 / 2316 / 2317 / 2318 / 2319",,,,,,
2,1425,"Bahia De Banderas",,,,"Nuevo Vallarta",Nayarit,,"01 (322)","297 2959 / 297 2991 / 297 3029 / 297 3031 / 297 3047",,,,,,
2,1550,"Macro Plaza Vallarta",,,,"Pto. Vallarta",Jalisco,,"01 (322)","224 94 23 / 224 90 72 / 224 91 78 / 224 92 88",,"Ext. 102 Y 103",,,,
2,2430,Copilco,,,,Mexico,D.f.,,"01 (55)","5659 2790 / 56 59 30 40",,"Ext. 105",,,,
2,2689,"Felix Cuevas",,,,Mexico,D.f.,,"01 (55)","5534 8100 Al 09",,"Ext. 105",,,,
2,3747,Pitillal,,,,"Pto. Vallarta",Jalisco,,"01 (322)","221 0562 / 0870 / 0916/ 1271","221 0517","Ext. 105",,,,
2,3845,Universidad,,,,Mexico,D.f.,,"01 (55)","5604 0033 / 02 13","56 04 02 73","Ext. 105",,,,
2,3852,Plateros,,,,Mexico,D.f.,,"01 (55)","5593 1077 / 1388 / 1188",,"Fax. Ext. 316",,,,
2,3876,"Las Aguilas",,,,Mexico,D.f.,,"01 (55)","5660 6039/5231 5664 0008 / 5664 4282 / 5664 2949",,"Ext. 102,105 Y 103",,,,
2,3895,Tepic,,,,Tepic,Nayarit,,"01 (311)","210 02 38  / 210 02 45  / 210 02 47",,"Ext. 102 Y 103",,,,
2,1138,Delicias,,,,Delicias,Chihuahua,,"01 (639)","470 03 16 / 470 0181 / 4700175",,"Ext. 103",,,,
2,1170,Parral,,,,"Hidalgo Del Parral",Chihuahua,,"01 (627)","523-32-68 / 523-19-59 / 523-17-44 / 523-22-60 / 523-27-16 / 523-28-58",,,,,,
2,1623,"Cd. Cuauhtemoc",,,,"Cd. Cuauhtemoc",Chihuahua,,"01 (625)",5905375-80,,,,,,
